Fremont Bridge East Sidewalk,Fremont Bridge West Sidewalk,PRCP,TMAX,TMIN,AWND
147.0,139.0,0.0,311.0,128.0,23.0
100.0,90.0,0.0,311.0,128.0,23.0
56.0,58.0,0.0,311.0,128.0,23.0
30.0,35.0,0.0,311.0,128.0,23.0
11.0,25.0,0.0,311.0,128.0,23.0
9.0,16.0,0.0,311.0,144.0,29.0
8.0,9.0,0.0,311.0,144.0,29.0
2.0,5.0,0.0,311.0,144.0,29.0
3.0,1.0,0.0,311.0,144.0,29.0
3.0,1.0,0.0,311.0,144.0,29.0
28.0,10.0,0.0,311.0,144.0,29.0
88.0,38.0,0.0,311.0,144.0,29.0
220.0,96.0,0.0,311.0,144.0,29.0
307.0,147.0,0.0,311.0,144.0,29.0
168.0,127.0,0.0,311.0,144.0,29.0
99.0,56.0,0.0,311.0,144.0,29.0
68.0,72.0,0.0,311.0,144.0,29.0
63.0,49.0,0.0,311.0,144.0,29.0
86.0,63.0,0.0,311.0,144.0,29.0
58.0,77.0,0.0,311.0,144.0,29.0
92.0,102.0,0.0,311.0,144.0,29.0
124.0,225.0,0.0,311.0,144.0,29.0
144.0,390.0,0.0,311.0,144.0,29.0
152.0,191.0,0.0,311.0,144.0,29.0
127.0,112.0,0.0,311.0,144.0,29.0
50.0,70.0,0.0,311.0,144.0,29.0
43.0,46.0,0.0,311.0,144.0,29.0
22.0,23.0,0.0,311.0,144.0,29.0
35.0,38.0,0.0,311.0,144.0,29.0
14.0,16.0,0.0,256.0,128.0,26.0
3.0,9.0,0.0,256.0,128.0,26.0
6.0,6.0,0.0,256.0,128.0,26.0
3.0,7.0,0.0,256.0,128.0,26.0
3.0,4.0,0.0,256.0,128.0,26.0
12.0,3.0,0.0,256.0,128.0,26.0
15.0,17.0,0.0,256.0,128.0,26.0
24.0,27.0,0.0,256.0,128.0,26.0
61.0,41.0,0.0,256.0,128.0,26.0
62.0,67.0,0.0,256.0,128.0,26.0
87.0,74.0,0.0,256.0,128.0,26.0
137.0,83.0,0.0,256.0,128.0,26.0
110.0,77.0,0.0,256.0,128.0,26.0
108.0,81.0,0.0,256.0,128.0,26.0
100.0,110.0,0.0,256.0,128.0,26.0
90.0,98.0,0.0,256.0,128.0,26.0
100.0,86.0,0.0,256.0,128.0,26.0
108.0,120.0,0.0,256.0,128.0,26.0
59.0,74.0,0.0,256.0,128.0,26.0
74.0,54.0,0.0,256.0,128.0,26.0
55.0,64.0,0.0,256.0,128.0,26.0
38.0,40.0,0.0,256.0,128.0,26.0
13.0,28.0,0.0,256.0,128.0,26.0
7.0,26.0,0.0,256.0,128.0,26.0
9.0,24.0,0.0,211.0,122.0,34.0
5.0,8.0,0.0,211.0,122.0,34.0
2.0,11.0,0.0,211.0,122.0,34.0
2.0,3.0,0.0,211.0,122.0,34.0
0.0,1.0,0.0,211.0,122.0,34.0
11.0,5.0,0.0,211.0,122.0,34.0
8.0,10.0,0.0,211.0,122.0,34.0
15.0,19.0,0.0,211.0,122.0,34.0
28.0,35.0,0.0,211.0,122.0,34.0
38.0,54.0,0.0,211.0,122.0,34.0
116.0,54.0,0.0,211.0,122.0,34.0
46.0,38.0,0.0,211.0,122.0,34.0
74.0,58.0,0.0,211.0,122.0,34.0
71.0,54.0,0.0,211.0,122.0,34.0
108.0,95.0,0.0,211.0,122.0,34.0
118.0,74.0,0.0,211.0,122.0,34.0
104.0,70.0,0.0,211.0,122.0,34.0
89.0,72.0,0.0,211.0,122.0,34.0
101.0,49.0,0.0,211.0,122.0,34.0
43.0,51.0,0.0,211.0,122.0,34.0
33.0,32.0,0.0,211.0,122.0,34.0
28.0,24.0,0.0,211.0,122.0,34.0
23.0,38.0,0.0,211.0,122.0,34.0
6.0,23.0,0.0,211.0,122.0,34.0
6.0,8.0,0.0,250.0,133.0,14.0
3.0,7.0,0.0,250.0,133.0,14.0
4.0,6.0,0.0,250.0,133.0,14.0
0.0,1.0,0.0,250.0,133.0,14.0
8.0,1.0,0.0,250.0,133.0,14.0
24.0,10.0,0.0,250.0,133.0,14.0
93.0,49.0,0.0,250.0,133.0,14.0
252.0,92.0,0.0,250.0,133.0,14.0
335.0,154.0,0.0,250.0,133.0,14.0
197.0,131.0,0.0,250.0,133.0,14.0
72.0,42.0,0.0,250.0,133.0,14.0
62.0,43.0,0.0,250.0,133.0,14.0
48.0,42.0,0.0,250.0,133.0,14.0
56.0,59.0,0.0,250.0,133.0,14.0
52.0,73.0,0.0,250.0,133.0,14.0
78.0,78.0,0.0,250.0,133.0,14.0
118.0,181.0,0.0,250.0,133.0,14.0
196.0,440.0,0.0,250.0,133.0,14.0
178.0,312.0,0.0,250.0,133.0,14.0
129.0,147.0,0.0,250.0,133.0,14.0
60.0,78.0,0.0,250.0,133.0,14.0
43.0,48.0,0.0,250.0,133.0,14.0
21.0,22.0,0.0,250.0,133.0,14.0
13.0,16.0,0.0,250.0,133.0,14.0
6.0,14.0,0.0,250.0,133.0,28.0
2.0,1.0,0.0,250.0,133.0,28.0
1.0,0.0,0.0,250.0,133.0,28.0
2.0,3.0,0.0,250.0,133.0,28.0
8.0,3.0,0.0,250.0,133.0,28.0
30.0,10.0,0.0,250.0,133.0,28.0
102.0,63.0,0.0,250.0,133.0,28.0
284.0,113.0,0.0,250.0,133.0,28.0
373.0,175.0,0.0,250.0,133.0,28.0
193.0,125.0,0.0,250.0,133.0,28.0
73.0,73.0,0.0,250.0,133.0,28.0
65.0,40.0,0.0,250.0,133.0,28.0
53.0,43.0,0.0,250.0,133.0,28.0
75.0,57.0,0.0,250.0,133.0,28.0
55.0,72.0,0.0,250.0,133.0,28.0
101.0,91.0,0.0,250.0,133.0,28.0
118.0,214.0,0.0,250.0,133.0,28.0
200.0,504.0,0.0,250.0,133.0,28.0
176.0,351.0,0.0,250.0,133.0,28.0
133.0,156.0,0.0,250.0,133.0,28.0
83.0,91.0,0.0,250.0,133.0,28.0
47.0,51.0,0.0,250.0,133.0,28.0
33.0,38.0,0.0,250.0,133.0,28.0
13.0,26.0,0.0,250.0,133.0,28.0
13.0,5.0,0.0,217.0,133.0,18.0
3.0,3.0,0.0,217.0,133.0,18.0
3.0,5.0,0.0,217.0,133.0,18.0
1.0,2.0,0.0,217.0,133.0,18.0
5.0,1.0,0.0,217.0,133.0,18.0
31.0,10.0,0.0,217.0,133.0,18.0
113.0,51.0,0.0,217.0,133.0,18.0
294.0,83.0,0.0,217.0,133.0,18.0
322.0,158.0,0.0,217.0,133.0,18.0
194.0,125.0,0.0,217.0,133.0,18.0
66.0,65.0,0.0,217.0,133.0,18.0
53.0,40.0,0.0,217.0,133.0,18.0
43.0,55.0,0.0,217.0,133.0,18.0
63.0,38.0,0.0,217.0,133.0,18.0
61.0,71.0,0.0,217.0,133.0,18.0
68.0,79.0,0.0,217.0,133.0,18.0
115.0,176.0,0.0,217.0,133.0,18.0
215.0,428.0,0.0,217.0,133.0,18.0
158.0,307.0,0.0,217.0,133.0,18.0
115.0,157.0,0.0,217.0,133.0,18.0
63.0,74.0,0.0,217.0,133.0,18.0
55.0,51.0,0.0,217.0,133.0,18.0
22.0,24.0,0.0,217.0,133.0,18.0
14.0,24.0,0.0,217.0,133.0,18.0
10.0,8.0,0.0,206.0,133.0,39.0
2.0,7.0,0.0,206.0,133.0,39.0
4.0,6.0,0.0,206.0,133.0,39.0
4.0,0.0,0.0,206.0,133.0,39.0
5.0,0.0,0.0,206.0,133.0,39.0
30.0,8.0,0.0,206.0,133.0,39.0
80.0,49.0,0.0,206.0,133.0,39.0
225.0,76.0,0.0,206.0,133.0,39.0
326.0,138.0,0.0,206.0,133.0,39.0
189.0,111.0,0.0,206.0,133.0,39.0
88.0,48.0,0.0,206.0,133.0,39.0
57.0,47.0,0.0,206.0,133.0,39.0
56.0,41.0,0.0,206.0,133.0,39.0
56.0,55.0,0.0,206.0,133.0,39.0
55.0,56.0,0.0,206.0,133.0,39.0
68.0,83.0,0.0,206.0,133.0,39.0
89.0,156.0,0.0,206.0,133.0,39.0
174.0,389.0,0.0,206.0,133.0,39.0
163.0,240.0,0.0,206.0,133.0,39.0
83.0,124.0,0.0,206.0,133.0,39.0
58.0,77.0,0.0,206.0,133.0,39.0
43.0,53.0,0.0,206.0,133.0,39.0
21.0,31.0,0.0,206.0,133.0,39.0
11.0,19.0,0.0,206.0,133.0,39.0
1.0,10.0,20.0,172.0,150.0,20.0
5.0,5.0,20.0,172.0,150.0,20.0
5.0,8.0,20.0,172.0,150.0,20.0
0.0,2.0,20.0,172.0,150.0,20.0
6.0,4.0,20.0,172.0,150.0,20.0
15.0,9.0,20.0,172.0,150.0,20.0
78.0,31.0,20.0,172.0,150.0,20.0
177.0,73.0,20.0,172.0,150.0,20.0
239.0,113.0,20.0,172.0,150.0,20.0
150.0,108.0,20.0,172.0,150.0,20.0
75.0,52.0,20.0,172.0,150.0,20.0
43.0,33.0,20.0,172.0,150.0,20.0
28.0,29.0,20.0,172.0,150.0,20.0
38.0,29.0,20.0,172.0,150.0,20.0
22.0,42.0,20.0,172.0,150.0,20.0
40.0,51.0,20.0,172.0,150.0,20.0
66.0,121.0,20.0,172.0,150.0,20.0
134.0,245.0,20.0,172.0,150.0,20.0
102.0,147.0,20.0,172.0,150.0,20.0
30.0,71.0,20.0,172.0,150.0,20.0
20.0,34.0,20.0,172.0,150.0,20.0
19.0,24.0,20.0,172.0,150.0,20.0
8.0,14.0,20.0,172.0,150.0,20.0
9.0,14.0,20.0,172.0,150.0,20.0
3.0,17.0,0.0,250.0,156.0,24.0
5.0,13.0,0.0,250.0,156.0,24.0
2.0,10.0,0.0,250.0,156.0,24.0
0.0,10.0,0.0,250.0,156.0,24.0
1.0,1.0,0.0,250.0,156.0,24.0
8.0,6.0,0.0,250.0,156.0,24.0
13.0,11.0,0.0,250.0,156.0,24.0
27.0,19.0,0.0,250.0,156.0,24.0
46.0,30.0,0.0,250.0,156.0,24.0
50.0,58.0,0.0,250.0,156.0,24.0
62.0,52.0,0.0,250.0,156.0,24.0
87.0,53.0,0.0,250.0,156.0,24.0
120.0,56.0,0.0,250.0,156.0,24.0
96.0,72.0,0.0,250.0,156.0,24.0
102.0,81.0,0.0,250.0,156.0,24.0
109.0,109.0,0.0,250.0,156.0,24.0
105.0,91.0,0.0,250.0,156.0,24.0
116.0,77.0,0.0,250.0,156.0,24.0
94.0,67.0,0.0,250.0,156.0,24.0
63.0,57.0,0.0,250.0,156.0,24.0
48.0,37.0,0.0,250.0,156.0,24.0
42.0,35.0,0.0,250.0,156.0,24.0
19.0,34.0,0.0,250.0,156.0,24.0
20.0,23.0,0.0,250.0,156.0,24.0
12.0,13.0,0.0,289.0,150.0,34.0
8.0,11.0,0.0,289.0,150.0,34.0
2.0,9.0,0.0,289.0,150.0,34.0
2.0,1.0,0.0,289.0,150.0,34.0
9.0,2.0,0.0,289.0,150.0,34.0
5.0,0.0,0.0,289.0,150.0,34.0
10.0,8.0,0.0,289.0,150.0,34.0
25.0,25.0,0.0,289.0,150.0,34.0
52.0,21.0,0.0,289.0,150.0,34.0
62.0,43.0,0.0,289.0,150.0,34.0
64.0,87.0,0.0,289.0,150.0,34.0
96.0,90.0,0.0,289.0,150.0,34.0
99.0,78.0,0.0,289.0,150.0,34.0
134.0,110.0,0.0,289.0,150.0,34.0
117.0,111.0,0.0,289.0,150.0,34.0
118.0,98.0,0.0,289.0,150.0,34.0
112.0,86.0,0.0,289.0,150.0,34.0
112.0,95.0,0.0,289.0,150.0,34.0
88.0,59.0,0.0,289.0,150.0,34.0
74.0,56.0,0.0,289.0,150.0,34.0
73.0,45.0,0.0,289.0,150.0,34.0
32.0,36.0,0.0,289.0,150.0,34.0
24.0,21.0,0.0,289.0,150.0,34.0
8.0,23.0,0.0,289.0,150.0,34.0
14.0,8.0,0.0,300.0,150.0,21.0
2.0,4.0,0.0,300.0,150.0,21.0
0.0,4.0,0.0,300.0,150.0,21.0
0.0,3.0,0.0,300.0,150.0,21.0
4.0,3.0,0.0,300.0,150.0,21.0
30.0,11.0,0.0,300.0,150.0,21.0
108.0,48.0,0.0,300.0,150.0,21.0
237.0,98.0,0.0,300.0,150.0,21.0
367.0,155.0,0.0,300.0,150.0,21.0
198.0,124.0,0.0,300.0,150.0,21.0
98.0,57.0,0.0,300.0,150.0,21.0
53.0,39.0,0.0,300.0,150.0,21.0
43.0,59.0,0.0,300.0,150.0,21.0
73.0,59.0,0.0,300.0,150.0,21.0
62.0,80.0,0.0,300.0,150.0,21.0
77.0,105.0,0.0,300.0,150.0,21.0
154.0,186.0,0.0,300.0,150.0,21.0
206.0,427.0,0.0,300.0,150.0,21.0
167.0,352.0,0.0,300.0,150.0,21.0
126.0,137.0,0.0,300.0,150.0,21.0
82.0,83.0,0.0,300.0,150.0,21.0
56.0,37.0,0.0,300.0,150.0,21.0
19.0,35.0,0.0,300.0,150.0,21.0
8.0,14.0,0.0,300.0,150.0,21.0
7.0,9.0,0.0,306.0,139.0,14.0
3.0,5.0,0.0,306.0,139.0,14.0
3.0,2.0,0.0,306.0,139.0,14.0
0.0,3.0,0.0,306.0,139.0,14.0
7.0,2.0,0.0,306.0,139.0,14.0
29.0,10.0,0.0,306.0,139.0,14.0
120.0,55.0,0.0,306.0,139.0,14.0
302.0,88.0,0.0,306.0,139.0,14.0
417.0,185.0,0.0,306.0,139.0,14.0
217.0,112.0,0.0,306.0,139.0,14.0
89.0,53.0,0.0,306.0,139.0,14.0
60.0,44.0,0.0,306.0,139.0,14.0
53.0,56.0,0.0,306.0,139.0,14.0
80.0,68.0,0.0,306.0,139.0,14.0
54.0,74.0,0.0,306.0,139.0,14.0
76.0,88.0,0.0,306.0,139.0,14.0
127.0,216.0,0.0,306.0,139.0,14.0
221.0,517.0,0.0,306.0,139.0,14.0
199.0,326.0,0.0,306.0,139.0,14.0
112.0,181.0,0.0,306.0,139.0,14.0
84.0,64.0,0.0,306.0,139.0,14.0
52.0,52.0,0.0,306.0,139.0,14.0
21.0,30.0,0.0,306.0,139.0,14.0
12.0,17.0,0.0,306.0,139.0,14.0
9.0,13.0,0.0,311.0,139.0,19.0
3.0,1.0,0.0,311.0,139.0,19.0
33.0,2.0,0.0,311.0,139.0,19.0
2.0,0.0,0.0,311.0,139.0,19.0
11.0,3.0,0.0,311.0,139.0,19.0
21.0,8.0,0.0,311.0,139.0,19.0
112.0,59.0,0.0,311.0,139.0,19.0
274.0,91.0,0.0,311.0,139.0,19.0
377.0,162.0,0.0,311.0,139.0,19.0
213.0,131.0,0.0,311.0,139.0,19.0
74.0,65.0,0.0,311.0,139.0,19.0
59.0,49.0,0.0,311.0,139.0,19.0
63.0,55.0,0.0,311.0,139.0,19.0
61.0,68.0,0.0,311.0,139.0,19.0
65.0,51.0,0.0,311.0,139.0,19.0
96.0,81.0,0.0,311.0,139.0,19.0
118.0,206.0,0.0,311.0,139.0,19.0
198.0,473.0,0.0,311.0,139.0,19.0
177.0,335.0,0.0,311.0,139.0,19.0
117.0,195.0,0.0,311.0,139.0,19.0
91.0,108.0,0.0,311.0,139.0,19.0
68.0,54.0,0.0,311.0,139.0,19.0
28.0,32.0,0.0,311.0,139.0,19.0
20.0,24.0,0.0,311.0,139.0,19.0
7.0,10.0,0.0,283.0,144.0,25.0
7.0,4.0,0.0,283.0,144.0,25.0
3.0,3.0,0.0,283.0,144.0,25.0
2.0,4.0,0.0,283.0,144.0,25.0
4.0,0.0,0.0,283.0,144.0,25.0
34.0,8.0,0.0,283.0,144.0,25.0
119.0,47.0,0.0,283.0,144.0,25.0
248.0,105.0,0.0,283.0,144.0,25.0
343.0,145.0,0.0,283.0,144.0,25.0
195.0,100.0,0.0,283.0,144.0,25.0
80.0,64.0,0.0,283.0,144.0,25.0
45.0,47.0,0.0,283.0,144.0,25.0
70.0,52.0,0.0,283.0,144.0,25.0
59.0,55.0,0.0,283.0,144.0,25.0
75.0,63.0,0.0,283.0,144.0,25.0
70.0,77.0,0.0,283.0,144.0,25.0
129.0,200.0,0.0,283.0,144.0,25.0
179.0,413.0,0.0,283.0,144.0,25.0
166.0,334.0,0.0,283.0,144.0,25.0
124.0,167.0,0.0,283.0,144.0,25.0
84.0,99.0,0.0,283.0,144.0,25.0
59.0,36.0,0.0,283.0,144.0,25.0
38.0,44.0,0.0,283.0,144.0,25.0
35.0,23.0,0.0,283.0,144.0,25.0
10.0,6.0,0.0,283.0,144.0,21.0
11.0,7.0,0.0,283.0,144.0,21.0
10.0,3.0,0.0,283.0,144.0,21.0
2.0,1.0,0.0,283.0,144.0,21.0
5.0,0.0,0.0,283.0,144.0,21.0
23.0,5.0,0.0,283.0,144.0,21.0
96.0,39.0,0.0,283.0,144.0,21.0
191.0,75.0,0.0,283.0,144.0,21.0
307.0,134.0,0.0,283.0,144.0,21.0
171.0,113.0,0.0,283.0,144.0,21.0
77.0,64.0,0.0,283.0,144.0,21.0
59.0,54.0,0.0,283.0,144.0,21.0
67.0,74.0,0.0,283.0,144.0,21.0
63.0,63.0,0.0,283.0,144.0,21.0
67.0,87.0,0.0,283.0,144.0,21.0
85.0,119.0,0.0,283.0,144.0,21.0
113.0,203.0,0.0,283.0,144.0,21.0
177.0,367.0,0.0,283.0,144.0,21.0
149.0,207.0,0.0,283.0,144.0,21.0
91.0,108.0,0.0,283.0,144.0,21.0
56.0,80.0,0.0,283.0,144.0,21.0
35.0,45.0,0.0,283.0,144.0,21.0
31.0,36.0,0.0,283.0,144.0,21.0
13.0,34.0,0.0,283.0,144.0,21.0
16.0,20.0,23.0,256.0,150.0,29.0
17.0,10.0,23.0,256.0,150.0,29.0
4.0,4.0,23.0,256.0,150.0,29.0
2.0,1.0,23.0,256.0,150.0,29.0
2.0,2.0,23.0,256.0,150.0,29.0
7.0,3.0,23.0,256.0,150.0,29.0
16.0,19.0,23.0,256.0,150.0,29.0
22.0,19.0,23.0,256.0,150.0,29.0
40.0,35.0,23.0,256.0,150.0,29.0
48.0,45.0,23.0,256.0,150.0,29.0
77.0,55.0,23.0,256.0,150.0,29.0
69.0,43.0,23.0,256.0,150.0,29.0
72.0,55.0,23.0,256.0,150.0,29.0
70.0,70.0,23.0,256.0,150.0,29.0
84.0,72.0,23.0,256.0,150.0,29.0
91.0,103.0,23.0,256.0,150.0,29.0
89.0,80.0,23.0,256.0,150.0,29.0
90.0,61.0,23.0,256.0,150.0,29.0
57.0,63.0,23.0,256.0,150.0,29.0
39.0,47.0,23.0,256.0,150.0,29.0
28.0,37.0,23.0,256.0,150.0,29.0
17.0,20.0,23.0,256.0,150.0,29.0
13.0,30.0,23.0,256.0,150.0,29.0
15.0,18.0,23.0,256.0,150.0,29.0
12.0,15.0,0.0,250.0,144.0,29.0
5.0,8.0,0.0,250.0,144.0,29.0
3.0,6.0,0.0,250.0,144.0,29.0
0.0,0.0,0.0,250.0,144.0,29.0
3.0,1.0,0.0,250.0,144.0,29.0
6.0,0.0,0.0,250.0,144.0,29.0
9.0,8.0,0.0,250.0,144.0,29.0
30.0,12.0,0.0,250.0,144.0,29.0
42.0,29.0,0.0,250.0,144.0,29.0
83.0,54.0,0.0,250.0,144.0,29.0
71.0,90.0,0.0,250.0,144.0,29.0
120.0,75.0,0.0,250.0,144.0,29.0
116.0,97.0,0.0,250.0,144.0,29.0
110.0,68.0,0.0,250.0,144.0,29.0
98.0,93.0,0.0,250.0,144.0,29.0
116.0,99.0,0.0,250.0,144.0,29.0
129.0,87.0,0.0,250.0,144.0,29.0
101.0,83.0,0.0,250.0,144.0,29.0
87.0,57.0,0.0,250.0,144.0,29.0
44.0,73.0,0.0,250.0,144.0,29.0
41.0,33.0,0.0,250.0,144.0,29.0
23.0,30.0,0.0,250.0,144.0,29.0
18.0,17.0,0.0,250.0,144.0,29.0
2.0,11.0,0.0,250.0,144.0,29.0
7.0,5.0,0.0,256.0,161.0,19.0
5.0,4.0,0.0,256.0,161.0,19.0
2.0,2.0,0.0,256.0,161.0,19.0
0.0,0.0,0.0,256.0,161.0,19.0
11.0,2.0,0.0,256.0,161.0,19.0
24.0,6.0,0.0,256.0,161.0,19.0
102.0,47.0,0.0,256.0,161.0,19.0
255.0,90.0,0.0,256.0,161.0,19.0
348.0,140.0,0.0,256.0,161.0,19.0
208.0,107.0,0.0,256.0,161.0,19.0
64.0,50.0,0.0,256.0,161.0,19.0
48.0,45.0,0.0,256.0,161.0,19.0
44.0,70.0,0.0,256.0,161.0,19.0
52.0,44.0,0.0,256.0,161.0,19.0
65.0,61.0,0.0,256.0,161.0,19.0
92.0,74.0,0.0,256.0,161.0,19.0
124.0,198.0,0.0,256.0,161.0,19.0
184.0,419.0,0.0,256.0,161.0,19.0
174.0,306.0,0.0,256.0,161.0,19.0
86.0,164.0,0.0,256.0,161.0,19.0
68.0,66.0,0.0,256.0,161.0,19.0
38.0,47.0,0.0,256.0,161.0,19.0
23.0,25.0,0.0,256.0,161.0,19.0
15.0,17.0,0.0,256.0,161.0,19.0
6.0,10.0,0.0,278.0,150.0,18.0
2.0,6.0,0.0,278.0,150.0,18.0
2.0,3.0,0.0,278.0,150.0,18.0
0.0,0.0,0.0,278.0,150.0,18.0
5.0,3.0,0.0,278.0,150.0,18.0
20.0,10.0,0.0,278.0,150.0,18.0
125.0,42.0,0.0,278.0,150.0,18.0
303.0,104.0,0.0,278.0,150.0,18.0
354.0,160.0,0.0,278.0,150.0,18.0
191.0,134.0,0.0,278.0,150.0,18.0
86.0,68.0,0.0,278.0,150.0,18.0
66.0,44.0,0.0,278.0,150.0,18.0
66.0,46.0,0.0,278.0,150.0,18.0
53.0,57.0,0.0,278.0,150.0,18.0
61.0,65.0,0.0,278.0,150.0,18.0
94.0,90.0,0.0,278.0,150.0,18.0
121.0,216.0,0.0,278.0,150.0,18.0
196.0,483.0,0.0,278.0,150.0,18.0
161.0,339.0,0.0,278.0,150.0,18.0
126.0,170.0,0.0,278.0,150.0,18.0
101.0,90.0,0.0,278.0,150.0,18.0
50.0,47.0,0.0,278.0,150.0,18.0
25.0,35.0,0.0,278.0,150.0,18.0
15.0,18.0,0.0,278.0,150.0,18.0
7.0,6.0,8.0,272.0,150.0,20.0
3.0,4.0,8.0,272.0,150.0,20.0
2.0,0.0,8.0,272.0,150.0,20.0
0.0,0.0,8.0,272.0,150.0,20.0
3.0,1.0,8.0,272.0,150.0,20.0
29.0,9.0,8.0,272.0,150.0,20.0
100.0,47.0,8.0,272.0,150.0,20.0
272.0,96.0,8.0,272.0,150.0,20.0
390.0,155.0,8.0,272.0,150.0,20.0
220.0,130.0,8.0,272.0,150.0,20.0
74.0,73.0,8.0,272.0,150.0,20.0
75.0,49.0,8.0,272.0,150.0,20.0
56.0,60.0,8.0,272.0,150.0,20.0
51.0,65.0,8.0,272.0,150.0,20.0
72.0,63.0,8.0,272.0,150.0,20.0
83.0,97.0,8.0,272.0,150.0,20.0
121.0,161.0,8.0,272.0,150.0,20.0
198.0,436.0,8.0,272.0,150.0,20.0
157.0,314.0,8.0,272.0,150.0,20.0
119.0,131.0,8.0,272.0,150.0,20.0
55.0,78.0,8.0,272.0,150.0,20.0
26.0,26.0,8.0,272.0,150.0,20.0
16.0,21.0,8.0,272.0,150.0,20.0
5.0,15.0,8.0,272.0,150.0,20.0
13.0,6.0,18.0,211.0,172.0,10.0
5.0,4.0,18.0,211.0,172.0,10.0
3.0,5.0,18.0,211.0,172.0,10.0
2.0,2.0,18.0,211.0,172.0,10.0
4.0,0.0,18.0,211.0,172.0,10.0
26.0,8.0,18.0,211.0,172.0,10.0
88.0,45.0,18.0,211.0,172.0,10.0
207.0,80.0,18.0,211.0,172.0,10.0
316.0,136.0,18.0,211.0,172.0,10.0
181.0,88.0,18.0,211.0,172.0,10.0
75.0,54.0,18.0,211.0,172.0,10.0
56.0,34.0,18.0,211.0,172.0,10.0
40.0,33.0,18.0,211.0,172.0,10.0
35.0,36.0,18.0,211.0,172.0,10.0
40.0,48.0,18.0,211.0,172.0,10.0
50.0,47.0,18.0,211.0,172.0,10.0
78.0,137.0,18.0,211.0,172.0,10.0
122.0,363.0,18.0,211.0,172.0,10.0
143.0,250.0,18.0,211.0,172.0,10.0
64.0,135.0,18.0,211.0,172.0,10.0
61.0,73.0,18.0,211.0,172.0,10.0
37.0,28.0,18.0,211.0,172.0,10.0
23.0,18.0,18.0,211.0,172.0,10.0
20.0,15.0,18.0,211.0,172.0,10.0
8.0,13.0,0.0,289.0,161.0,22.0
4.0,6.0,0.0,289.0,161.0,22.0
1.0,7.0,0.0,289.0,161.0,22.0
2.0,3.0,0.0,289.0,161.0,22.0
5.0,0.0,0.0,289.0,161.0,22.0
10.0,13.0,0.0,289.0,161.0,22.0
85.0,52.0,0.0,289.0,161.0,22.0
194.0,75.0,0.0,289.0,161.0,22.0
289.0,132.0,0.0,289.0,161.0,22.0
180.0,102.0,0.0,289.0,161.0,22.0
70.0,72.0,0.0,289.0,161.0,22.0
59.0,43.0,0.0,289.0,161.0,22.0
61.0,59.0,0.0,289.0,161.0,22.0
60.0,76.0,0.0,289.0,161.0,22.0
82.0,60.0,0.0,289.0,161.0,22.0
87.0,111.0,0.0,289.0,161.0,22.0
119.0,191.0,0.0,289.0,161.0,22.0
182.0,368.0,0.0,289.0,161.0,22.0
168.0,242.0,0.0,289.0,161.0,22.0
91.0,118.0,0.0,289.0,161.0,22.0
59.0,84.0,0.0,289.0,161.0,22.0
32.0,48.0,0.0,289.0,161.0,22.0
18.0,28.0,0.0,289.0,161.0,22.0
20.0,30.0,0.0,289.0,161.0,22.0
12.0,16.0,0.0,256.0,172.0,30.0
12.0,19.0,0.0,256.0,172.0,30.0
9.0,7.0,0.0,256.0,172.0,30.0
1.0,4.0,0.0,256.0,172.0,30.0
3.0,5.0,0.0,256.0,172.0,30.0
7.0,11.0,0.0,256.0,172.0,30.0
21.0,29.0,0.0,256.0,172.0,30.0
29.0,16.0,0.0,256.0,172.0,30.0
41.0,48.0,0.0,256.0,172.0,30.0
53.0,81.0,0.0,256.0,172.0,30.0
92.0,52.0,0.0,256.0,172.0,30.0
90.0,62.0,0.0,256.0,172.0,30.0
89.0,76.0,0.0,256.0,172.0,30.0
78.0,81.0,0.0,256.0,172.0,30.0
87.0,82.0,0.0,256.0,172.0,30.0
109.0,78.0,0.0,256.0,172.0,30.0
106.0,91.0,0.0,256.0,172.0,30.0
80.0,72.0,0.0,256.0,172.0,30.0
64.0,67.0,0.0,256.0,172.0,30.0
52.0,52.0,0.0,256.0,172.0,30.0
53.0,50.0,0.0,256.0,172.0,30.0
15.0,33.0,0.0,256.0,172.0,30.0
26.0,33.0,0.0,256.0,172.0,30.0
13.0,12.0,0.0,256.0,172.0,30.0
10.0,11.0,0.0,261.0,156.0,31.0
10.0,6.0,0.0,261.0,156.0,31.0
1.0,5.0,0.0,261.0,156.0,31.0
3.0,1.0,0.0,261.0,156.0,31.0
2.0,4.0,0.0,261.0,156.0,31.0
12.0,1.0,0.0,261.0,156.0,31.0
13.0,11.0,0.0,261.0,156.0,31.0
24.0,21.0,0.0,261.0,156.0,31.0
45.0,20.0,0.0,261.0,156.0,31.0
53.0,46.0,0.0,261.0,156.0,31.0
103.0,81.0,0.0,261.0,156.0,31.0
80.0,67.0,0.0,261.0,156.0,31.0
125.0,92.0,0.0,261.0,156.0,31.0
106.0,76.0,0.0,261.0,156.0,31.0
131.0,111.0,0.0,261.0,156.0,31.0
123.0,81.0,0.0,261.0,156.0,31.0
112.0,99.0,0.0,261.0,156.0,31.0
91.0,100.0,0.0,261.0,156.0,31.0
98.0,60.0,0.0,261.0,156.0,31.0
53.0,62.0,0.0,261.0,156.0,31.0
28.0,30.0,0.0,261.0,156.0,31.0
20.0,20.0,0.0,261.0,156.0,31.0
15.0,17.0,0.0,261.0,156.0,31.0
6.0,15.0,0.0,261.0,156.0,31.0
